QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: Archive Explorer (Part 5),At which venue did Queen perform in Sendai on 2 April 1976?,Hard,https://www.queenconcerts.com/detail/live/249/queen-live-02-04-1976-miyagi-ken-sports-centre-sendai-japan.html
Queen Quiz: Archive Explorer (Part 5),Which city hosted Queen's 24 October 1982 show at Hankyu Nishinomiya Stadium?,Hard,https://www.queenconcerts.com/detail/live/619/queen-live-24-10-1982-hankyu-nishinomiya-stadium-nishinomiya-japan.html
Queen Quiz: Archive Explorer (Part 5),Which city hosted Queen's 8 December 1975 show at Guildhall?,Hard,https://www.queenconcerts.com/detail/live/201/queen-live-08-12-1975-guildhall-preston-uk.html
Queen Quiz: Archive Explorer (Part 5),In which month of 1972 did this happen: Trident agrees to pay each member of Queen £20 per week even though no recording deal has yet been signed?,Hard,Queen: As It Began (user-supplied text); history key trident-agrees-to-pay-each-member-of-queen-20-per-week-even-though-no-recording-deal-has-yet-been-signed-1972-09
Queen Quiz: Archive Explorer (Part 5),In what year did this Queen-related event occur: Roger leaves the North London Polytechnic with his biology degree?,Hard,Queen: As It Began (user-supplied text); history key roger-leaves-the-north-london-polytechnic-with-his-biology-degree-1972
Queen Quiz: Archive Explorer (Part 5),Which city hosted Queen's 13 February 1979 show at Sporthalle?,Hard,https://www.queenconcerts.com/detail/live/424/queen-live-13-02-1979-sporthalle-boblingen-germany.html
Queen Quiz: Archive Explorer (Part 5),At which venue did Queen perform in Oakland on 13 July 1980?,Hard,https://www.queenconcerts.com/detail/live/480/queen-live-13-07-1980-oakland-coliseum-arena-oakland-ca-usa.html
Queen Quiz: Archive Explorer (Part 5),Which city hosted Queen's 27 January 1974 show at private farm?,Hard,https://www.queenconcerts.com/detail/live/73/queen-live-27-01-1974-private-farm-sunbury-australia.html
Queen Quiz: Archive Explorer (Part 5),"In what year did this Queen-related event occur: Queen fly out to Australia to headline the Sunbury open-air festival, a notoriously hostile experience with local crews and press?",Hard,Queen: As It Began (user-supplied text); history key queen-fly-out-to-australia-to-headline-the-sunbury-open-air-festival-a-notoriously-hostile-experience-with-local-1974-01-28
Queen Quiz: Archive Explorer (Part 5),At which venue did Queen perform in Copenhagen on 13 April 1978?,Very Hard,https://www.queenconcerts.com/detail/live/354/queen-live-13-04-1978-falkoner-theatre-copenhagen-denmark.html
Queen Quiz: Archive Explorer (Part 5),At which venue did Queen perform in Edmonton on 18 March 1977?,Very Hard,https://www.queenconcerts.com/detail/live/306/queen-live-18-03-1977-northlands-arena-edmonton-canada.html
Queen Quiz: Archive Explorer (Part 5),What happened in Queen's story on 7 July 1968?,Very Hard,"Queen: As It Began (user-supplied text); history key reaction-play-a-beach-marquee-dance-in-perranporth-to-celebrate-the-ladies-surf-championship-finals-1968-07-07; distractors: brian-collects-his-bsc-certificate-at-the-royal-albert-hall-presented-by-the-queen-mother-1968-10-24, roger-answers-brian-may-s-imperial-college-noticeboard-ad-for-a-drummer-smile-is-formed-with-brian-roger-and-tim-1968, roger-is-awarded-the-first-half-of-his-dental-degree-then-takes-a-year-off-to-focus-on-music-1968-08"
Queen Quiz: Archive Explorer (Part 5),What happened in Queen's story on 18 January 1975?,Very Hard,"Queen: As It Began (user-supplied text); history key john-deacon-marries-veronica-tetzlaff-at-the-carmelite-church-kensington-church-street-london-1975-01-18; distractors: emi-releases-a-night-at-the-opera-titled-after-the-band-s-favourite-marx-brothers-film-1975-11-21, queen-depart-for-their-first-headlining-us-tour-1975-01-31, queen-present-manager-john-reid-with-bohemian-rhapsody-he-is-incredulous-at-its-near-six-minute-length-but-the-1975-10"
Queen Quiz: Archive Explorer (Part 6),"In which decade did this happen: Queen are about to sign with Trident but insist on three separate agreements for publishing, recording and management?",Easy,Queen: As It Began (user-supplied text); history key queen-are-about-to-sign-with-trident-but-insist-on-three-separate-agreements-for-publishing-recording-and-management-1972-05
Queen Quiz: Archive Explorer (Part 6),Which group inspired young John Deacon after he bought its first two albums?,Easy,https://www.queenonline.com/john_deacon
Queen Quiz: Archive Explorer (Part 6),"In which decade did this happen: Roger's father gives him a bass drum and tom-tom, bought for £12, forming his first proper drum kit?",Easy,Queen: As It Began (user-supplied text); history key roger-s-father-gives-him-a-bass-drum-and-tom-tom-bought-for-12-forming-his-first-proper-drum-kit-1961
Queen Quiz: Archive Explorer (Part 6),"In what year did this Queen-related event occur: Queen play the first date of their first headlining UK tour, at Blackpool Winter Gardens?",Medium,Queen: As It Began (user-supplied text); history key queen-play-the-first-date-of-their-first-headlining-uk-tour-at-blackpool-winter-gardens-1974-03-01
Queen Quiz: Archive Explorer (Part 6),What instrument did Roger Taylor first learn as a child before guitar and drums?,Medium,https://www.queenonline.com/roger_taylor
Queen Quiz: Archive Explorer (Part 6),In which country did Queen play at Palmengarten on 4 December 1974?,Medium,https://www.queenconcerts.com/detail/live/139/queen-live-04-12-1974-palmengarten-frankfurt-germany.html
Queen Quiz: Archive Explorer (Part 6),"In what year did this Queen-related event occur: Queen's UK tour opens at the Palace Theatre, Manchester, with a new pyrotechnic-heavy stage show?",Medium,Queen: As It Began (user-supplied text); history key queen-s-uk-tour-opens-at-the-palace-theatre-manchester-with-a-new-pyrotechnic-heavy-stage-show-1974-10-30
Queen Quiz: Archive Explorer (Part 6),How many studio albums did Roger Taylor's band The Cross release?,Medium,https://www.queenonline.com/roger_taylor
Queen Quiz: Archive Explorer (Part 6),"In what year did this Queen-related event occur: Queen play two nights at Wembley Stadium to 72,000 fans each night; giant helium band-member balloons are released, with only the Freddie balloon escaping the stadium?",Medium,Queen: As It Began (user-supplied text); history key queen-play-two-nights-at-wembley-stadium-to-72-000-fans-each-night-giant-helium-band-member-balloons-are-released-1986-07-11
Queen Quiz: Archive Explorer (Part 6),Which Queen member has the individual writing credit for 'Somebody to Love'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Somebody to Love"
Queen Quiz: Archive Explorer (Part 6),Which Queen member has the individual writing credit for 'Sleeping on the Sidewalk'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Sleeping on the Sidewalk"
Queen Quiz: Archive Explorer (Part 6),At which venue did Queen perform in Toronto on 21 November 1977?,Hard,https://www.queenconcerts.com/detail/live/334/queen-live-21-11-1977-maple-leaf-gardens-toronto-canada.html
Queen Quiz: Archive Explorer (Part 6),Which Roger Taylor song for the 46664 project incorporated Nelson Mandela's spoken voice?,Hard,https://www.queenonline.com/roger_taylor
Queen Quiz: Archive Explorer (Part 6),Which city hosted Queen's 30 January 1976 show at Music Hall?,Hard,https://www.queenconcerts.com/detail/live/212/queen-live-30-01-1976-music-hall-boston-ma-usa.html
Queen Quiz: Archive Explorer (Part 6),"In what year did this Queen-related event occur: Freddie and Montserrat Caballe perform together at the La Nit pre-Olympic festival in Barcelona, watched by the King and Queen of Spain?",Hard,Queen: As It Began (user-supplied text); history key freddie-and-montserrat-caballe-perform-together-at-the-la-nit-pre-olympic-festival-in-barcelona-watched-by-the-king-1988-10-08
Queen Quiz: Archive Explorer (Part 6),At which venue did Queen perform in Hanover on 5 May 1982?,Hard,https://www.queenconcerts.com/detail/live/568/queen-live-05-05-1982-eilenriedehalle-hanover-germany.html
Queen Quiz: Archive Explorer (Part 6),At which venue did Queen perform in Nagoya on 28 April 1979?,Hard,https://www.queenconcerts.com/detail/live/444/queen-live-28-04-1979-international-display-nagoya-japan.html
Queen Quiz: Archive Explorer (Part 6),"In which month of 1976 did this happen: Recording of A Day At The Races wraps up; the band bet on and all back the same winning horse, Lanzarote, at a promotional race day at Kempton Park?",Hard,Queen: As It Began (user-supplied text); history key recording-of-a-day-at-the-races-wraps-up-the-band-bet-on-and-all-back-the-same-winning-horse-lanzarote-at-a-1976-10
Queen Quiz: Archive Explorer (Part 6),Which Queen member has the individual writing credit for 'Flick of the Wrist'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Flick of the Wrist"
Queen Quiz: Archive Explorer (Part 6),At which venue did Queen perform in Rosario on 6 March 1981?,Hard,https://www.queenconcerts.com/detail/live/541/queen-live-06-03-1981-el-gigante-de-arroyito-estadio-rosario-central-rosario-argentina.html
Queen Quiz: Archive Explorer (Part 6),Which Queen member has the individual writing credit for 'Staying Power'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Staying Power"
Queen Quiz: Archive Explorer (Part 6),At which venue did Queen perform in Worcester on 15 November 1973?,Very Hard,https://www.queenconcerts.com/detail/live/48/queen-live-15-11-1973-gaumont-worcester-uk.html
Queen Quiz: Archive Explorer (Part 6),At which venue did Queen perform in Hayle on 19 July 1971?,Very Hard,https://www.queenconcerts.com/detail/live/20/queen-live-19-07-1971-rugby-club-hayle-uk.html
Queen Quiz: Archive Explorer (Part 6),At which venue did Queen perform in Toledo on 30 January 1977?,Very Hard,https://www.queenconcerts.com/detail/live/275/queen-live-30-01-1977-sports-arena-toledo-oh-usa.html
Queen Quiz: Archive Explorer (Part 6),What happened in Queen's story on 31 March 1974?,Very Hard,"Queen: As It Began (user-supplied text); history key queen-play-what-was-meant-to-be-the-tour-s-final-date-at-london-s-rainbow-theatre-freddie-storms-off-mid-day-after-1974-03-31; distractors: queen-play-cheltenham-town-hall-after-which-the-tour-s-lighting-crew-quits-1974-03-14, queen-play-the-first-date-of-their-first-headlining-uk-tour-at-blackpool-winter-gardens-1974-03-01, brian-is-hospitalised-for-an-emergency-operation-for-a-duodenal-ulcer-forcing-cancellation-of-a-planned-september-1974-08"
Queen Quiz: Archive Explorer (Part 7),In which decade did this happen: Trident's Barry Sheffield sees Queen live at a hospital dance in Forest Hill and offers them a contract with Trident Audio Productions?,Easy,Queen: As It Began (user-supplied text); history key trident-s-barry-sheffield-sees-queen-live-at-a-hospital-dance-in-forest-hill-and-offers-them-a-contract-with-trident-1972-03-24
Queen Quiz: Archive Explorer (Part 7),"In which decade did this happen: Freddie takes his O Levels at St Peter's, then leaves school and rejoins his parents in Zanzibar?",Easy,Queen: As It Began (user-supplied text); history key freddie-takes-his-o-levels-at-st-peter-s-then-leaves-school-and-rejoins-his-parents-in-zanzibar-1962
Queen Quiz: Archive Explorer (Part 7),"In which decade did this happen: Queen begin tour rehearsals at the Metro Coliseum, New Haven; John Deacon shocks everyone by arriving with an almost shaved head?",Easy,Queen: As It Began (user-supplied text); history key queen-begin-tour-rehearsals-at-the-metro-coliseum-new-haven-john-deacon-shocks-everyone-by-arriving-with-an-almost-1977-11-07
Queen Quiz: Archive Explorer (Part 7),"In what year did this Queen-related event occur: Roger Taylor releases his second solo single, 'Future Management'?",Medium,Queen: As It Began (user-supplied text); history key roger-taylor-releases-his-second-solo-single-future-management-1981-03-30
Queen Quiz: Archive Explorer (Part 7),In what year did this Queen-related event occur: Elektra Records releases Queen's debut album in the USA; it eventually climbs to number 83 on the Billboard chart?,Medium,Queen: As It Began (user-supplied text); history key elektra-records-releases-queen-s-debut-album-in-the-usa-it-eventually-climbs-to-number-83-on-the-billboard-chart-1973-09
Queen Quiz: Archive Explorer (Part 7),In what year did this Queen-related event occur: Hollywood Records releases 'Headlong' as its debut Queen single in the USA?,Medium,Queen: As It Began (user-supplied text); history key hollywood-records-releases-headlong-as-its-debut-queen-single-in-the-usa-1991-01-17
Queen Quiz: Archive Explorer (Part 7),In what year did this Queen-related event occur: Queen give a rare full-band TV interview in which Freddie says he no longer wants to tour?,Medium,Queen: As It Began (user-supplied text); history key queen-give-a-rare-full-band-tv-interview-in-which-freddie-says-he-no-longer-wants-to-tour-1989-05-29
Queen Quiz: Archive Explorer (Part 7),In what year did this Queen-related event occur: The Cross's 'Power To Love' is released in Germany on the Electrola label?,Medium,Queen: As It Began (user-supplied text); history key the-cross-s-power-to-love-is-released-in-germany-on-the-electrola-label-1990-01-29
Queen Quiz: Archive Explorer (Part 7),In which country did Queen play at Deutschlandhalle on 30 November 1980?,Medium,https://www.queenconcerts.com/detail/live/521/queen-live-30-11-1980-deutschlandhalle-berlin-germany.html
Queen Quiz: Archive Explorer (Part 7),"In what year did this Queen-related event occur: Brian May acts as musical director for a rock guitar night at the Seville Expo '92 guitar festival, performing alongside Nuno Bettencourt, Joe Walsh, Steve Vai and Joe Satriani?",Hard,Queen: As It Began (user-supplied text); history key brian-may-acts-as-musical-director-for-a-rock-guitar-night-at-the-seville-expo-92-guitar-festival-performing-1991-10-19
Queen Quiz: Archive Explorer (Part 7),Which city hosted Queen's 18 May 1982 show at Eissporthalle?,Hard,https://www.queenconcerts.com/detail/live/577/queen-live-18-05-1982-eissporthalle-kassel-germany.html
Queen Quiz: Archive Explorer (Part 7),Which Queen member has the individual writing credit for 'Life Is Real (Song for Lennon)'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Life Is Real (Song for Lennon)"
Queen Quiz: Archive Explorer (Part 7),Which Queen member has the individual writing credit for 'In the Lap of the Gods... Revisited'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; In the Lap of the Gods... Revisited"
Queen Quiz: Archive Explorer (Part 7),"In what year did this Queen-related event occur: Queen play Madison Square Garden, New York, for the first time?",Hard,Queen: As It Began (user-supplied text); history key queen-play-madison-square-garden-new-york-for-the-first-time-1977-02-05
Queen Quiz: Archive Explorer (Part 7),Which Queen member has the individual writing credit for 'Ogre Battle'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Ogre Battle"
Queen Quiz: Archive Explorer (Part 7),At which venue did Queen perform in Adelaide on 15 April 1976?,Hard,https://www.queenconcerts.com/detail/live/253/queen-live-15-04-1976-apollo-stadium-adelaide-australia.html
Queen Quiz: Archive Explorer (Part 7),At which venue did Queen perform in Coventry on 16 November 1975?,Hard,https://www.queenconcerts.com/detail/live/188/queen-live-16-11-1975-theatre-coventry-uk.html
Queen Quiz: Archive Explorer (Part 7),At which venue did Queen perform in Milan on 15 September 1984?,Hard,https://www.queenconcerts.com/detail/live/637/queen-live-15-09-1984-sportspalace-milan-italy.html
Queen Quiz: Archive Explorer (Part 7),Which city hosted Queen's 25 April 1972 show at Queen Charlotte's Maternity Hospital?,Hard,https://www.queenconcerts.com/detail/live/2428/queen-live-25-04-1972-queen-charlottes-maternity-hospital-london-uk.html
Queen Quiz: Archive Explorer (Part 7),Which city hosted Queen's 22 April 1975 show at Aichi Taikukan?,Hard,https://www.queenconcerts.com/detail/live/179/queen-live-22-04-1975-aichi-taikukan-nagoya-japan.html
Queen Quiz: Archive Explorer (Part 7),In what year did this Queen-related event occur: A Night at the Opera reaches number one on the UK albums chart?,Hard,Queen: As It Began (user-supplied text); history key a-night-at-the-opera-reaches-number-one-on-the-uk-albums-chart-1975-12-27
Queen Quiz: Archive Explorer (Part 7),At which venue did Queen perform in Plymouth on 3 March 1974?,Very Hard,https://www.queenconcerts.com/detail/live/76/queen-live-03-03-1974-guildhall-plymouth-uk.html
Queen Quiz: Archive Explorer (Part 7),What happened in Queen's story on 20 February 1974?,Very Hard,"Queen: As It Began (user-supplied text); history key queen-record-a-special-backing-track-for-top-of-the-pops-using-time-loaned-by-pete-townshend-ahead-of-a-last-minute-1974-02-20; distractors: queen-play-what-was-meant-to-be-the-tour-s-final-date-at-london-s-rainbow-theatre-freddie-storms-off-mid-day-after-1974-03-31, queen-instruct-lawyer-jim-beach-to-begin-negotiations-to-break-free-of-their-trident-contracts-1974-12, queen-play-the-first-date-of-their-first-headlining-uk-tour-at-blackpool-winter-gardens-1974-03-01"
Queen Quiz: Archive Explorer (Part 7),At which venue did Queen perform in Perth on 11 April 1976?,Very Hard,https://www.queenconcerts.com/detail/live/251/queen-live-11-04-1976-entertainments-centre-perth-australia.html
Queen Quiz: Archive Explorer (Part 7),At which venue did Queen perform in Passaic on 21 February 1975?,Very Hard,https://www.queenconcerts.com/detail/live/156/queen-live-21-02-1975-capital-theater-passaic-nj-usa.html
Queen Quiz: Archive Explorer (Part 8),"In which decade did this happen: Queen appear on Top of the Pops for the first time in five years, performing 'Las Palabras de Amor'?",Easy,Queen: As It Began (user-supplied text); history key queen-appear-on-top-of-the-pops-for-the-first-time-in-five-years-performing-las-palabras-de-amor-1982-06-10
Queen Quiz: Archive Explorer (Part 8),"In which decade did this happen: Queen play their first-ever New Zealand concert, at Mount Smart Stadium, Auckland; Spandau Ballet's Tony Hadley joins them for 'Jailhouse Rock'?",Easy,Queen: As It Began (user-supplied text); history key queen-play-their-first-ever-new-zealand-concert-at-mount-smart-stadium-auckland-spandau-ballet-s-tony-hadley-1985-04-13
Queen Quiz: Archive Explorer (Part 8),In which decade did this happen: Queen sign a new six-album contract with EMI for the UK and Europe?,Easy,Queen: As It Began (user-supplied text); history key queen-sign-a-new-six-album-contract-with-emi-for-the-uk-and-europe-1982-04-01
Queen Quiz: Archive Explorer (Part 8),"In what year did this Queen-related event occur: Queen's European tour opens in Stockholm, Sweden?",Medium,Queen: As It Began (user-supplied text); history key queen-s-european-tour-opens-in-stockholm-sweden-1977-05-07
Queen Quiz: Archive Explorer (Part 8),"In what year did this Queen-related event occur: Roger releases 'My Country', his third solo single, from Fun In Space?",Medium,Queen: As It Began (user-supplied text); history key roger-releases-my-country-his-third-solo-single-from-fun-in-space-1981-06-29
Queen Quiz: Archive Explorer (Part 8),In which country did Queen play at Checkerdome on 23 November 1978?,Medium,https://www.queenconcerts.com/detail/live/389/queen-live-23-11-1978-checkerdome-st-louis-mo-usa.html
Queen Quiz: Archive Explorer (Part 8),In which country did Queen play at Woods Leisure Centre on 24 March 1974?,Medium,https://www.queenconcerts.com/detail/live/89/queen-live-24-03-1974-woods-leisure-centre-colchester-uk.html
Queen Quiz: Archive Explorer (Part 8),"In what year did this Queen-related event occur: Queen's 'Crazy Tour' of Britain opens at Birmingham NEC, drawing a record indoor attendance of 14,000?",Medium,Queen: As It Began (user-supplied text); history key queen-s-crazy-tour-of-britain-opens-at-birmingham-nec-drawing-a-record-indoor-attendance-of-14-000-1979-11-24
Queen Quiz: Archive Explorer (Part 8),In which country did Queen play at Civic on 13 September 1980?,Medium,https://www.queenconcerts.com/detail/live/503/queen-live-13-09-1980-civic-omaha-ne-usa.html
Queen Quiz: Archive Explorer (Part 8),Which city hosted Queen's 9 February 1975 show at Morris Civic Auditorium?,Hard,https://www.queenconcerts.com/detail/live/148/queen-live-09-02-1975-morris-civic-auditorium-south-bend-in-usa.html
Queen Quiz: Archive Explorer (Part 8),At which venue did Queen perform in Portland on 27 August 1980?,Hard,https://www.queenconcerts.com/detail/live/497/queen-live-27-08-1980-cumberland-county-civic-center-portland-me-usa.html
Queen Quiz: Archive Explorer (Part 8),At which venue did Queen perform in Truro on 12 August 1971?,Hard,https://www.queenconcerts.com/detail/live/26/queen-live-12-08-1971-tregye-hotel-truro-uk.html
Queen Quiz: Archive Explorer (Part 8),In which month of 1967 did this happen: Roger begins his dentistry degree at the London Hospital Medical School?,Hard,Queen: As It Began (user-supplied text); history key roger-begins-his-dentistry-degree-at-the-london-hospital-medical-school-1967-10
Queen Quiz: Archive Explorer (Part 8),Which city hosted Queen's 22 November 1973 show at City Hall?,Hard,https://www.queenconcerts.com/detail/live/55/queen-live-22-11-1973-city-hall-newcastle-uk.html
Queen Quiz: Archive Explorer (Part 8),Which city hosted Queen's 3 April 1975 show at Corral?,Hard,https://www.queenconcerts.com/detail/live/176/queen-live-03-04-1975-corral-calgary-canada.html
Queen Quiz: Archive Explorer (Part 8),Which city hosted Queen's 27 April 1974 show at Palace Theatre?,Hard,https://www.queenconcerts.com/detail/live/103/queen-live-27-04-1974-palace-theatre-providence-ri-usa.html
Queen Quiz: Archive Explorer (Part 8),Which city hosted Queen's 5 March 1975 show at Mary E Sawyer Auditorium?,Hard,https://www.queenconcerts.com/detail/live/160/queen-live-05-03-1975-mary-e-sawyer-auditorium-la-crosse-wi-usa.html
Queen Quiz: Archive Explorer (Part 8),In which month of 1974 did this happen: Elektra releases an edited version of 'Liar' as a US single; it fails to chart?,Hard,Queen: As It Began (user-supplied text); history key elektra-releases-an-edited-version-of-liar-as-a-us-single-it-fails-to-chart-1974-02-14
Queen Quiz: Archive Explorer (Part 8),In what year did this Queen-related event occur: Freddie Mercury dies at 7pm of AIDS-related bronchial pneumonia?,Hard,Queen: As It Began (user-supplied text); history key freddie-mercury-dies-at-7pm-of-aids-related-bronchial-pneumonia-1991-11-24
Queen Quiz: Archive Explorer (Part 8),"In which month of 1975 did this happen: Queen sign a severance agreement freeing them from their three Trident contracts, in exchange for a £100,000 payment and 1% royalties on their next six albums?",Hard,Queen: As It Began (user-supplied text); history key queen-sign-a-severance-agreement-freeing-them-from-their-three-trident-contracts-in-exchange-for-a-100-000-payment-1975-08
Queen Quiz: Archive Explorer (Part 8),In which month of 1966 did this happen: The Opposition rename themselves the New Opposition?,Hard,Queen: As It Began (user-supplied text); history key the-opposition-rename-themselves-the-new-opposition-1966-05
Queen Quiz: Archive Explorer (Part 8),At which venue did Queen perform in Glasgow on 16 December 1975?,Very Hard,https://www.queenconcerts.com/detail/live/208/queen-live-16-12-1975-apollo-theatre-glasgow-uk.html
Queen Quiz: Archive Explorer (Part 8),What happened in Queen's story on 20 May 1974?,Very Hard,"Queen: As It Began (user-supplied text); history key elektra-releases-seven-seas-of-rhye-as-a-us-single-it-fails-to-chart-1974-05-20; distractors: queen-play-the-first-date-of-their-first-headlining-uk-tour-at-blackpool-winter-gardens-1974-03-01, queen-record-a-special-backing-track-for-top-of-the-pops-using-time-loaned-by-pete-townshend-ahead-of-a-last-minute-1974-02-20, brian-is-hospitalised-for-an-emergency-operation-for-a-duodenal-ulcer-forcing-cancellation-of-a-planned-september-1974-08"
Queen Quiz: Archive Explorer (Part 8),What was the advertised 1974 ticket price for Queen's filmed Rainbow Theatre concerts?,Very Hard,https://www.queenonline.com/news/watch-queen-the-greatest-the-landmark-gig-live-at-the-rainbow-episode-2
Queen Quiz: Archive Explorer (Part 8),At which venue did Queen perform in Allentown on 2 May 1974?,Very Hard,https://www.queenconcerts.com/detail/live/106/queen-live-02-05-1974-agricultural-hall-allentown-pa-usa.html
Queen Quiz: Archive Explorer (Part 9),"In which decade did this happen: Queen play the University of Dayton arena despite an unheated hall and cancelled flights, chartering a private plane to get there?",Easy,Queen: As It Began (user-supplied text); history key queen-play-the-university-of-dayton-arena-despite-an-unheated-hall-and-cancelled-flights-chartering-a-private-plane-1977-12-04
Queen Quiz: Archive Explorer (Part 9),"In which decade did this happen: The Works is released in the UK, entering the chart at number 2, with cover photography by Hollywood photographer George Hurrell?",Easy,Queen: As It Began (user-supplied text); history key the-works-is-released-in-the-uk-entering-the-chart-at-number-2-with-cover-photography-by-hollywood-photographer-1984-02-27
Queen Quiz: Archive Explorer (Part 9),"In which decade did this happen: The Game is released, going straight to UK number one?",Easy,Queen: As It Began (user-supplied text); history key the-game-is-released-going-straight-to-uk-number-one-1980-06-30
Queen Quiz: Archive Explorer (Part 9),In what year did this Queen-related event occur: Queen perform a charity concert with the Royal Philharmonic Orchestra and Royal Choral Society at the Royal Albert Hall in aid of leukaemia research?,Medium,Queen: As It Began (user-supplied text); history key queen-perform-a-charity-concert-with-the-royal-philharmonic-orchestra-and-royal-choral-society-at-the-royal-albert-1981-12-08
Queen Quiz: Archive Explorer (Part 9),In which country did Queen play at Maimarktgelände on 21 June 1986?,Medium,https://www.queenconcerts.com/detail/live/680/queen-live-21-06-1986-maimarktgelande-mannheim-germany.html
Queen Quiz: Archive Explorer (Part 9),"In what year did this Queen-related event occur: John Deacon plays bass on 'Picking Up Sounds', a single by Man Friday and Jive Junior?",Medium,Queen: A Visual Documentary (user-supplied text); history key john-deacon-plays-bass-on-man-friday-and-jive-junior-s-picking-up-sounds-1983
Queen Quiz: Archive Explorer (Part 9),In what year did this Queen-related event occur: Roger and John undertake a promotional tour of Japan for The Works?,Medium,Queen: As It Began (user-supplied text); history key roger-and-john-undertake-a-promotional-tour-of-japan-for-the-works-1984-03-24
Queen Quiz: Archive Explorer (Part 9),Which pair executive-produced the 2026 'Queen II' Collector's Edition?,Medium,https://www.queenonline.com/news/queen-ii-out-now
Queen Quiz: Archive Explorer (Part 9),In which country did Queen play at Coliseum on 7 November 1978?,Medium,https://www.queenconcerts.com/detail/live/378/queen-live-07-11-1978-coliseum-new-haven-ct-usa.html
Queen Quiz: Archive Explorer (Part 9),Which Queen member has the individual writing credit for 'It's a Hard Life'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; It's a Hard Life"
Queen Quiz: Archive Explorer (Part 9),"In which month of 1974 did this happen: Fans rush the stage at the Liverpool Empire, forcing the safety curtain down?",Hard,Queen: As It Began (user-supplied text); history key fans-rush-the-stage-at-the-liverpool-empire-forcing-the-safety-curtain-down-1974-11-01
Queen Quiz: Archive Explorer (Part 9),At which venue did Queen perform in London on 20 February 1971?,Hard,https://www.queenconcerts.com/detail/live/16/queen-live-20-02-1971-kingston-polytechnic-london-uk.html
Queen Quiz: Archive Explorer (Part 9),Which city hosted Queen's 14 December 1975 show at Capitol?,Hard,https://www.queenconcerts.com/detail/live/206/queen-live-14-12-1975-capitol-aberdeen-uk.html
Queen Quiz: Archive Explorer (Part 9),"In which month of 1970 did this happen: John sees Queen play (without realising their significance) at the College of Estate Management, Kensington?",Hard,Queen: As It Began (user-supplied text); history key john-sees-queen-play-without-realising-their-significance-at-the-college-of-estate-management-kensington-1970-10
Queen Quiz: Archive Explorer (Part 9),Which city hosted Queen's 7 February 1979 show at Tivoli Halle?,Hard,https://www.queenconcerts.com/detail/live/421/queen-live-07-02-1979-tivoli-halle-ljubljana-yugoslavia.html
Queen Quiz: Archive Explorer (Part 9),In what year did this Queen-related event occur: Queen instruct lawyer Jim Beach to begin negotiations to break free of their Trident contracts?,Hard,Queen: As It Began (user-supplied text); history key queen-instruct-lawyer-jim-beach-to-begin-negotiations-to-break-free-of-their-trident-contracts-1974-12
Queen Quiz: Archive Explorer (Part 9),At which venue did Queen perform in Vienna on 12 May 1982?,Hard,https://www.queenconcerts.com/detail/live/573/queen-live-12-05-1982-stadthalle-vienna-austria.html
Queen Quiz: Archive Explorer (Part 9),Which city hosted Queen's 10 March 1972 show at King's College Medical School?,Hard,https://www.queenconcerts.com/detail/live/34/queen-live-10-03-1972-kings-college-medical-school-london-uk.html
Queen Quiz: Archive Explorer (Part 9),At which London college were two August 1970 live performances featured on the 2024 'Queen I Live' disc recorded?,Hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Archive Explorer (Part 9),"Which composer wrote the 2002 Winter Olympics opening music 'The Fire Within', featuring Brian May on guitar?",Hard,https://www.queenonline.com/brian_may
Queen Quiz: Archive Explorer (Part 9),Who engineered the original 'Queen II' album at Trident Studios?,Hard,https://www.queenonline.com/news/queen-ii-out-now
Queen Quiz: Archive Explorer (Part 9),At which venue did Queen perform in Buffalo on 28 November 1978?,Very Hard,https://www.queenconcerts.com/detail/live/392/queen-live-28-11-1978-war-memorial-auditorium-buffalo-ny-usa.html
Queen Quiz: Archive Explorer (Part 9),At which venue did Queen perform in Zagreb on 6 February 1979?,Very Hard,https://www.queenconcerts.com/detail/live/420/queen-live-06-02-1979-dom-sportova-zagreb-yugoslavia.html
Queen Quiz: Archive Explorer (Part 9),At which venue did Queen perform in Canvey Island on 22 March 1974?,Very Hard,https://www.queenconcerts.com/detail/live/87/queen-live-22-03-1974-the-paddocks-canvey-island-uk.html
Queen Quiz: Archive Explorer (Part 9),At which venue did Queen perform in Charlotte on 13 August 1980?,Very Hard,https://www.queenconcerts.com/detail/live/488/queen-live-13-08-1980-coliseum-charlotte-nc-usa.html
