QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which two Queen album titles were also Marx Brothers film titles?,Recording,medium,2,Queen II and Jazz,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which two Queen album titles were also Marx Brothers film titles?,,,,The Game and The Works,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which two Queen album titles were also Marx Brothers film titles?,,,,A Night at the Opera and A Day at the Races,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which two Queen album titles were also Marx Brothers film titles?,,,,The Miracle and Innuendo,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which song was paired with 'Killer Queen' on Queen's first double-A-side single?,Singles,hard,3,Now I'm Here,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which song was paired with 'Killer Queen' on Queen's first double-A-side single?,,,,Flick of the Wrist,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which song was paired with 'Killer Queen' on Queen's first double-A-side single?,,,,Stone Cold Crazy,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which song was paired with 'Killer Queen' on Queen's first double-A-side single?,,,,Brighton Rock,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which British city opened Queen's late-1975 UK headline tour?,Touring,hard,3,Liverpool,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which British city opened Queen's late-1975 UK headline tour?,,,,Truro,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which British city opened Queen's late-1975 UK headline tour?,,,,London,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which British city opened Queen's late-1975 UK headline tour?,,,,Leicester,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who engineered Queen's self-produced A Day at the Races?,Recording,hard,3,Mike Stone,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who engineered Queen's self-produced A Day at the Races?,,,,Roy Thomas Baker,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who engineered Queen's self-produced A Day at the Races?,,,,Reinhold Mack,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who engineered Queen's self-produced A Day at the Races?,,,,David Richards,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band was Queen supporting on their first US tour?,Touring,hard,3,Mott the Hoople,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band was Queen supporting on their first US tour?,,,,Aerosmith,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band was Queen supporting on their first US tour?,,,,Thin Lizzy,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band was Queen supporting on their first US tour?,,,,Uriah Heep,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which Queen album was the first the band produced by themselves?,Recording,hard,3,News of the World,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which Queen album was the first the band produced by themselves?,,,,A Night at the Opera,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which Queen album was the first the band produced by themselves?,,,,Jazz,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which Queen album was the first the band produced by themselves?,,,,A Day at the Races,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which designer created some of Queen's 1974 stage costumes?,Touring,hard,4,Vivienne Westwood,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which designer created some of Queen's 1974 stage costumes?,,,,Ossie Clark,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which designer created some of Queen's 1974 stage costumes?,,,,Mary Quant,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which designer created some of Queen's 1974 stage costumes?,,,,Zandra Rhodes,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which London venue did Queen and Mott the Hoople play two shows in December 1973?,Touring,hard,3,Rainbow Theatre,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which London venue did Queen and Mott the Hoople play two shows in December 1973?,,,,Wembley Stadium,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which London venue did Queen and Mott the Hoople play two shows in December 1973?,,,,Hammersmith Odeon,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which London venue did Queen and Mott the Hoople play two shows in December 1973?,,,,Earls Court Arena,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"At which Tokyo venue did Queen play to about 10,000 fans on their first Japan tour?",Touring,hard,3,Knebworth Park,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"At which Tokyo venue did Queen play to about 10,000 fans on their first Japan tour?",,,,Madison Square Garden,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"At which Tokyo venue did Queen play to about 10,000 fans on their first Japan tour?",,,,Hyde Park,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"At which Tokyo venue did Queen play to about 10,000 fans on their first Japan tour?",,,,Budokan,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which illness forced Brian May home from Queen's 1974 US tour?,Touring,hard,3,Pneumonia,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which illness forced Brian May home from Queen's 1974 US tour?,,,,Appendicitis,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which illness forced Brian May home from Queen's 1974 US tour?,,,,Hepatitis,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which illness forced Brian May home from Queen's 1974 US tour?,,,,Influenza,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What was John Deacon's first Queen single as sole songwriter?,Singles,hard,3,Misfire,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What was John Deacon's first Queen single as sole songwriter?,,,,You're My Best Friend,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What was John Deacon's first Queen single as sole songwriter?,,,,Spread Your Wings,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What was John Deacon's first Queen single as sole songwriter?,,,,I Want to Break Free,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,On which holiday did Queen's televised 1975 Hammersmith Odeon show take place?,Touring,hard,3,New Year's Eve,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,On which holiday did Queen's televised 1975 Hammersmith Odeon show take place?,,,,Christmas Eve,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,On which holiday did Queen's televised 1975 Hammersmith Odeon show take place?,,,,Boxing Day,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,On which holiday did Queen's televised 1975 Hammersmith Odeon show take place?,,,,Good Friday,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which US city did Queen play their first American gig in April 1974?,Touring,hard,4,Boston,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which US city did Queen play their first American gig in April 1974?,,,,Denver,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which US city did Queen play their first American gig in April 1974?,,,,New York,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which US city did Queen play their first American gig in April 1974?,,,,Chicago,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What did the band apply before being sprayed with water for the Sheer Heart Attack cover?,Artwork,hard,4,Vaseline,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What did the band apply before being sprayed with water for the Sheer Heart Attack cover?,,,,Face paint,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What did the band apply before being sprayed with water for the Sheer Heart Attack cover?,,,,Glitter,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What did the band apply before being sprayed with water for the Sheer Heart Attack cover?,,,,Flour,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"What song appeared on the B-side of Queen's first UK single, 'Keep Yourself Alive'?",Singles,hard,3,Liar,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"What song appeared on the B-side of Queen's first UK single, 'Keep Yourself Alive'?",,,,Doing All Right,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"What song appeared on the B-side of Queen's first UK single, 'Keep Yourself Alive'?",,,,Great King Rat,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,"What song appeared on the B-side of Queen's first UK single, 'Keep Yourself Alive'?",,,,Son and Daughter,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band did Queen support on a 25-date UK tour in late 1973?,Touring,hard,3,Mott the Hoople,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band did Queen support on a 25-date UK tour in late 1973?,,,,Slade,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band did Queen support on a 25-date UK tour in late 1973?,,,,10cc,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which band did Queen support on a 25-date UK tour in late 1973?,,,,Status Quo,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What threatened Queen's 1976 free Hyde Park concert?,Touring,hard,3,A transport strike,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What threatened Queen's 1976 free Hyde Park concert?,,,,A stage collapse,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What threatened Queen's 1976 free Hyde Park concert?,,,,Damage from the summer drought,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What threatened Queen's 1976 free Hyde Park concert?,,,,A power failure,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What happened to Queen's equipment truck during their late-1974 European tour?,Touring,hard,3,It was stolen,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What happened to Queen's equipment truck during their late-1974 European tour?,,,,It caught fire,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What happened to Queen's equipment truck during their late-1974 European tour?,,,,It was involved in an accident,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,What happened to Queen's equipment truck during their late-1974 European tour?,,,,It was held at customs,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which Australian festival did Queen appear early in 1974?,Touring,hard,3,Reading Festival,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which Australian festival did Queen appear early in 1974?,,,,Glastonbury Festival,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which Australian festival did Queen appear early in 1974?,,,,Rock in Rio,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,At which Australian festival did Queen appear early in 1974?,,,,Sunbury Music Festival,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),Additional sourced Queen questions for editorial review.,Which instrumental opened Queen's 1973 Golders Green Hippodrome concert?,Radio,hard,3,Seven Seas of Rhye,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which instrumental opened Queen's 1973 Golders Green Hippodrome concert?,,,,Procession,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which instrumental opened Queen's 1973 Golders Green Hippodrome concert?,,,,Brighton Rock,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which instrumental opened Queen's 1973 Golders Green Hippodrome concert?,,,,God Save the Queen,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song became Queen's first UK singles-chart entry?,Records,hard,3,Killer Queen,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song became Queen's first UK singles-chart entry?,,,,Bohemian Rhapsody,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song became Queen's first UK singles-chart entry?,,,,Seven Seas of Rhye,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song became Queen's first UK singles-chart entry?,,,,Keep Yourself Alive,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which studios was the 'Bohemian Rhapsody' promotional film made?,Videos,hard,4,Shepperton Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which studios was the 'Bohemian Rhapsody' promotional film made?,,,,Pinewood Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which studios was the 'Bohemian Rhapsody' promotional film made?,,,,Elstree Studios,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which studios was the 'Bohemian Rhapsody' promotional film made?,,,,Ealing Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was John Deacon's first composition released on a Queen album?,Songs,hard,3,You're My Best Friend,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was John Deacon's first composition released on a Queen album?,,,,Misfire,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was John Deacon's first composition released on a Queen album?,,,,Spread Your Wings,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was John Deacon's first composition released on a Queen album?,,,,Another One Bites the Dust,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which London venue hosted Queen's professionally filmed November 1974 shows?,Touring,hard,3,Earls Court Arena,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which London venue hosted Queen's professionally filmed November 1974 shows?,,,,Hammersmith Odeon,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which London venue hosted Queen's professionally filmed November 1974 shows?,,,,Rainbow Theatre,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which London venue hosted Queen's professionally filmed November 1974 shows?,,,,Madison Square Garden,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was unusual about the two sides of the original Queen II LP sleeve?,Records,hard,3,They were both live recordings,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was unusual about the two sides of the original Queen II LP sleeve?,,,,They were labelled black and white,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was unusual about the two sides of the original Queen II LP sleeve?,,,,One side had no vocals,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was unusual about the two sides of the original Queen II LP sleeve?,,,,Each side had a different band name,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was the ticket price cited by Queen's official site for their November 1974 Rainbow concert?,Touring,hard,4,£1.75,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was the ticket price cited by Queen's official site for their November 1974 Rainbow concert?,,,,75p,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was the ticket price cited by Queen's official site for their November 1974 Rainbow concert?,,,,£3.50,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What was the ticket price cited by Queen's official site for their November 1974 Rainbow concert?,,,,£5,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which illness led to Brian May's emergency operation during Sheer Heart Attack sessions?,Recording,hard,3,A duodenal ulcer,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which illness led to Brian May's emergency operation during Sheer Heart Attack sessions?,,,,Hepatitis,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which illness led to Brian May's emergency operation during Sheer Heart Attack sessions?,,,,Appendicitis,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which illness led to Brian May's emergency operation during Sheer Heart Attack sessions?,,,,Tonsillitis,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which studio was used for A Day at the Races alongside The Manor and Wessex?,Recording,hard,3,Trident Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which studio was used for A Day at the Races alongside The Manor and Wessex?,,,,Sarm East,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which studio was used for A Day at the Races alongside The Manor and Wessex?,,,,Rockfield Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which studio was used for A Day at the Races alongside The Manor and Wessex?,,,,Musicland Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Roughly how long did Queen take to film the 'Bohemian Rhapsody' promotional video?,Videos,hard,4,Four days,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Roughly how long did Queen take to film the 'Bohemian Rhapsody' promotional video?,,,,One week,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Roughly how long did Queen take to film the 'Bohemian Rhapsody' promotional video?,,,,Two weeks,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Roughly how long did Queen take to film the 'Bohemian Rhapsody' promotional video?,,,,Four hours,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which country did Queen tour properly for the first time after Japan in 1976?,Touring,hard,3,Brazil,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which country did Queen tour properly for the first time after Japan in 1976?,,,,South Africa,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which country did Queen tour properly for the first time after Japan in 1976?,,,,Mexico,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which country did Queen tour properly for the first time after Japan in 1976?,,,,Australia,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which US record label sent an executive to Queen's 1973 Marquee showcase?,Touring,hard,3,Atlantic Records,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which US record label sent an executive to Queen's 1973 Marquee showcase?,,,,Columbia Records,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which US record label sent an executive to Queen's 1973 Marquee showcase?,,,,Warner Bros. Records,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which US record label sent an executive to Queen's 1973 Marquee showcase?,,,,Elektra Records,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What winning horse did Queen all back at a racecourse after finishing A Day at the Races?,Recording,hard,4,Red Rum,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What winning horse did Queen all back at a racecourse after finishing A Day at the Races?,,,,Arkle,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What winning horse did Queen all back at a racecourse after finishing A Day at the Races?,,,,Shergar,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,What winning horse did Queen all back at a racecourse after finishing A Day at the Races?,,,,Lanzarote,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which guitarist lent studio time for Queen's first Top of the Pops backing track?,Television,hard,4,Pete Townshend,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which guitarist lent studio time for Queen's first Top of the Pops backing track?,,,,Eric Clapton,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which guitarist lent studio time for Queen's first Top of the Pops backing track?,,,,Mick Ronson,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which guitarist lent studio time for Queen's first Top of the Pops backing track?,,,,Jeff Beck,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which Welsh studio did Queen rehearse material for their third album in 1974?,Recording,hard,3,Trident Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which Welsh studio did Queen rehearse material for their third album in 1974?,,,,Wessex Studios,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which Welsh studio did Queen rehearse material for their third album in 1974?,,,,Sarm East,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which Welsh studio did Queen rehearse material for their third album in 1974?,,,,Rockfield Studios,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,For which Queen song did Freddie Mercury receive an Ivor Novello Award in 1975?,Awards,hard,3,Killer Queen,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,For which Queen song did Freddie Mercury receive an Ivor Novello Award in 1975?,,,,Bohemian Rhapsody,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,For which Queen song did Freddie Mercury receive an Ivor Novello Award in 1975?,,,,Love of My Life,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,For which Queen song did Freddie Mercury receive an Ivor Novello Award in 1975?,,,,Somebody to Love,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Which country gave Queen an airport welcome of more than 3,000 fans in 1975?",Touring,hard,3,Australia,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Which country gave Queen an airport welcome of more than 3,000 fans in 1975?",,,,Canada,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Which country gave Queen an airport welcome of more than 3,000 fans in 1975?",,,,Japan,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Which country gave Queen an airport welcome of more than 3,000 fans in 1975?",,,,France,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which lawyer helped Queen negotiate an exit from their Trident agreements?,Management,hard,3,John Reid,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which lawyer helped Queen negotiate an exit from their Trident agreements?,,,,Jim Beach,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which lawyer helped Queen negotiate an exit from their Trident agreements?,,,,Peter Grant,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which lawyer helped Queen negotiate an exit from their Trident agreements?,,,,Jack Nelson,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many November 1974 nights did Queen play at the Rainbow Theatre?,Touring,hard,4,One,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many November 1974 nights did Queen play at the Rainbow Theatre?,,,,Three,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many November 1974 nights did Queen play at the Rainbow Theatre?,,,,Four,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many November 1974 nights did Queen play at the Rainbow Theatre?,,,,Two,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song gave Queen their first Top of the Pops appearance in 1974?,Television,hard,3,Killer Queen,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song gave Queen their first Top of the Pops appearance in 1974?,,,,Keep Yourself Alive,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song gave Queen their first Top of the Pops appearance in 1974?,,,,Now I'm Here,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which song gave Queen their first Top of the Pops appearance in 1974?,,,,Seven Seas of Rhye,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many 1976 Australian concerts does Queen's official live archive say sold out?,Touring,hard,4,Eight,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many 1976 Australian concerts does Queen's official live archive say sold out?,,,,Four,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many 1976 Australian concerts does Queen's official live archive say sold out?,,,,Six,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,How many 1976 Australian concerts does Queen's official live archive say sold out?,,,,Eleven,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which act supported Queen on their second headlining UK tour in 1974?,Touring,hard,4,Thin Lizzy,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which act supported Queen on their second headlining UK tour in 1974?,,,,Hustler,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which act supported Queen on their second headlining UK tour in 1974?,,,,Mott the Hoople,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which act supported Queen on their second headlining UK tour in 1974?,,,,Bow Wow Wow,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which BBC presenter chose 'Keep Yourself Alive' for The Old Grey Whistle Test in 1973?,Radio,hard,4,John Peel,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which BBC presenter chose 'Keep Yourself Alive' for The Old Grey Whistle Test in 1973?,,,,Bob Harris,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which BBC presenter chose 'Keep Yourself Alive' for The Old Grey Whistle Test in 1973?,,,,Mike Appleton,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,Which BBC presenter chose 'Keep Yourself Alive' for The Old Grey Whistle Test in 1973?,,,,Kenny Everett,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which venue did the BBC record Queen's September 1973 In Concert session?,Radio,hard,3,Golders Green Hippodrome,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which venue did the BBC record Queen's September 1973 In Concert session?,,,,Hammersmith Odeon,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which venue did the BBC record Queen's September 1973 In Concert session?,,,,Rainbow Theatre,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,At which venue did the BBC record Queen's September 1973 In Concert session?,,,,Royal Albert Hall,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Who engineered Queen's third album, Sheer Heart Attack?",Recording,hard,3,Reinhold Mack,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Who engineered Queen's third album, Sheer Heart Attack?",,,,David Richards,false
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Who engineered Queen's third album, Sheer Heart Attack?",,,,Mike Stone,true
Queen Quiz: Breakthrough 1973–1976 (Part 2),,"Who engineered Queen's third album, Sheer Heart Attack?",,,,Geoff Emerick,false
Queen Quiz: World Stage 1977–1982 (Part 1),Additional sourced Queen questions for editorial review.,At which Birmingham venue did Queen's late-1979 Crazy Tour open?,Touring,hard,3,Symphony Hall,false
Queen Quiz: World Stage 1977–1982 (Part 1),,At which Birmingham venue did Queen's late-1979 Crazy Tour open?,,,,Town Hall,false
Queen Quiz: World Stage 1977–1982 (Part 1),,At which Birmingham venue did Queen's late-1979 Crazy Tour open?,,,,National Exhibition Centre,true
Queen Quiz: World Stage 1977–1982 (Part 1),,At which Birmingham venue did Queen's late-1979 Crazy Tour open?,,,,Barclaycard Arena,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which album supplied new songs to Queen's late-1978 tour set?,Touring,hard,3,The Game,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which album supplied new songs to Queen's late-1978 tour set?,,,,Jazz,true
Queen Quiz: World Stage 1977–1982 (Part 1),,Which album supplied new songs to Queen's late-1978 tour set?,,,,News of the World,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which album supplied new songs to Queen's late-1978 tour set?,,,,Flash Gordon,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which science-fiction artist's robot appeared on the News of the World cover?,Artwork,hard,3,Mick Rock,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which science-fiction artist's robot appeared on the News of the World cover?,,,,Roger Dean,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which science-fiction artist's robot appeared on the News of the World cover?,,,,Frank Kelly Freas,true
Queen Quiz: World Stage 1977–1982 (Part 1),,Which science-fiction artist's robot appeared on the News of the World cover?,,,,Storm Thorgerson,false
Queen Quiz: World Stage 1977–1982 (Part 1),,What was Roger Taylor's debut solo single?,Solo work,hard,3,Future Management,false
Queen Quiz: World Stage 1977–1982 (Part 1),,What was Roger Taylor's debut solo single?,,,,I Wanna Testify,true
Queen Quiz: World Stage 1977–1982 (Part 1),,What was Roger Taylor's debut solo single?,,,,Radio Ga Ga,false
Queen Quiz: World Stage 1977–1982 (Part 1),,What was Roger Taylor's debut solo single?,,,,Strange Frontier,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which Queen song was their final Elektra single in 1982?,Record deals,hard,3,Back Chat,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which Queen song was their final Elektra single in 1982?,,,,Staying Power,true
Queen Quiz: World Stage 1977–1982 (Part 1),,Which Queen song was their final Elektra single in 1982?,,,,Body Language,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which Queen song was their final Elektra single in 1982?,,,,Las Palabras de Amor,false
Queen Quiz: World Stage 1977–1982 (Part 1),,What mode of transport did Queen use between US cities for the first time on their 1978 tour?,Touring,hard,3,A tour bus,false
Queen Quiz: World Stage 1977–1982 (Part 1),,What mode of transport did Queen use between US cities for the first time on their 1978 tour?,,,,A chartered train,false
Queen Quiz: World Stage 1977–1982 (Part 1),,What mode of transport did Queen use between US cities for the first time on their 1978 tour?,,,,A helicopter,false
Queen Quiz: World Stage 1977–1982 (Part 1),,What mode of transport did Queen use between US cities for the first time on their 1978 tour?,,,,Their own private plane,true
Queen Quiz: World Stage 1977–1982 (Part 1),,Which song brought Queen back to Top of the Pops in 1982 after a five-year gap?,Television,hard,3,Back Chat,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which song brought Queen back to Top of the Pops in 1982 after a five-year gap?,,,,Under Pressure,false
Queen Quiz: World Stage 1977–1982 (Part 1),,Which song brought Queen back to Top of the Pops in 1982 after a five-year gap?,,,,Las Palabras de Amor,true
Queen Quiz: World Stage 1977–1982 (Part 1),,Which song brought Queen back to Top of the Pops in 1982 after a five-year gap?,,,,Body Language,false
